hg19.kgXref.geneSymbol	hg19.knownGene.chrom	hg19.knownGene.chrom.num	hg19.knownGene.strand	hg19.knownGene.dir	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownGene.cdsStart	hg19.knownGene.cdsEnd	hg19.knownGene.exonCount	hg19.knownGene.exonStarts	hg19.knownGene.exonEnds	hg19.knownGene.proteinID	hg19.knownGene.alignID
CREB3L4	chr1	1	+	1	153940314	153946840	153941001	153946541	10	"153940314,153940997,153941405,153941809,153945219,153945447,153945670,153945855,153946095,153946347,"	"153940660,153941175,153941652,153941931,153945312,153945554,153945739,153945940,153946192,153946840,"	Q8TEY5	uc001fdm.2
CREB3L4	chr1	1	+	1	153940314	153946840	153941829	153946541	9	"153940314,153940997,153941809,153945219,153945447,153945670,153945855,153946095,153946347,"	"153940640,153941175,153941931,153945312,153945554,153945739,153945940,153946192,153946840,"	Q8TEY5	uc010pef.2
CREM	chr10	10	+	1	35415768	35501886	35468158	35500731	7	"35415768,35437295,35467799,35468061,35477127,35495822,35500583,"	"35416121,35437419,35467914,35468204,35477316,35495979,35501886,"	NP_001254491	uc031ptw.1
CREM	chr10	10	+	1	35415768	35501886	35468158	35500731	5	"35415768,35467816,35468061,35495822,35500583,"	"35416121,35467914,35468204,35495979,35501886,"	NP_001254492	uc031ptu.1
CREM	chr10	10	+	1	35456466	35501886	35456653	35500731	7	"35456466,35467816,35468061,35477127,35490378,35495822,35500583,"	"35456731,35467914,35468204,35477316,35490414,35495979,35501886,"	Q03060-22	uc031pty.1
CREM	chr10	10	+	1	35456466	35468775	35456653	35468257	3	"35456466,35460120,35468061,"	"35456731,35460242,35468775,"	NP_001254494	uc031ptx.1
CREM	chr10	10	+	1	35464514	35468775	35464630	35468257	3	"35464514,35467816,35468061,"	"35464633,35467914,35468775,"	NP_001254495	uc031ptz.1
CREM	chr10	10	+	1	35464514	35501886	35477204	35500731	4	"35464514,35477127,35495822,35500583,"	"35464633,35477316,35495979,35501886,"	C9J785	uc031pua.1
CREM	chr10	10	+	1	35484054	35499678	35484117	35498285	3	"35484054,35495822,35498239,"	"35484142,35495979,35499678,"	NP_001254497	uc031puc.1
CREM	chr10	10	+	1	35484054	35499678	35484117	35498285	4	"35484054,35490378,35495822,35498239,"	"35484142,35490414,35495979,35499678,"	NP_001254498	uc031pub.1
CREM	chr10	10	+	1	35484829	35501886	35484990	35500731	4	"35484829,35490378,35495822,35500583,"	"35485027,35490414,35495979,35501886,"	C9JZ10	uc031pud.1
CREM	chr10	10	+	1	35415768	35468775	35437299	35468257	4	"35415768,35437295,35467816,35468061,"	"35416121,35437419,35467914,35468775,"	Q03060-25	uc001ixx.3
CREM	chr10	10	+	1	35416384	35501886	35426763	35500731	8	"35416384,35426709,35437295,35467816,35468061,35477127,35495822,35500583,"	"35416495,35426807,35437419,35467914,35468204,35477316,35495979,35501886,"	Q03060-16	uc001iyb.3
CREM	chr10	10	+	1	35484054	35501886	35484117	35500326	4	"35484054,35490378,35495822,35500181,"	"35484142,35490414,35495979,35501886,"	Q03060-8	uc001iym.3
CREM	chr10	10	+	1	35484054	35501886	35484117	35500731	3	"35484054,35495822,35500583,"	"35484142,35495979,35501886,"	Q03060-11	uc001iyn.3
CREM	chr10	10	+	1	35484054	35501886	35484117	35500731	4	"35484054,35490378,35495822,35500583,"	"35484142,35490414,35495979,35501886,"	Q03060-10	uc001iyl.3
CREM	chr10	10	+	1	35484054	35501886	35484117	35500326	3	"35484054,35495822,35500181,"	"35484142,35495979,35501886,"	Q03060-9	uc001iyo.3
CREM	chr10	10	+	1	35484829	35501886	35484990	35500326	3	"35484829,35495822,35500181,"	"35485027,35495979,35501886,"	Q03060-24	uc001iyr.3
CREM	chr10	10	+	1	35484829	35501886	35490407	35500326	4	"35484829,35490378,35495822,35500181,"	"35485070,35490414,35495979,35501886,"	Q03060-23	uc001iyp.3
CREM	chr10	10	+	1	35484829	35501886	35484990	35500731	3	"35484829,35495822,35500583,"	"35485027,35495979,35501886,"	E9PAR4	uc001iyq.3
CREM	chr10	10	+	1	35464514	35501886	35464630	35500731	6	"35464514,35467816,35468061,35477127,35495822,35500583,"	"35464633,35467914,35468204,35477316,35495979,35501886,"	Q03060-7	uc001iyh.3
CREM	chr10	10	+	1	35464514	35501886	35464630	35500731	5	"35464514,35467816,35468061,35495822,35500583,"	"35464633,35467914,35468204,35495979,35501886,"	NP_877571	uc001iyi.3
CREM	chr10	10	+	1	35456466	35501886	35456653	35500731	6	"35456466,35467816,35468061,35477127,35495822,35500583,"	"35456731,35467914,35468204,35477316,35495979,35501886,"	Q03060-12	uc001iyf.3
CREM	chr10	10	+	1	35456466	35501886	35456653	35500731	5	"35456466,35467816,35468061,35495822,35500583,"	"35456731,35467914,35468204,35495979,35501886,"	NP_877573	uc001iyg.3
CREM	chr10	10	+	1	35426709	35501886	35426763	35500326	7	"35426709,35437295,35467816,35468061,35477127,35495822,35500181,"	"35426807,35437419,35467914,35468204,35477316,35495979,35501886,"	E9PHM1	uc001iyd.3
CREM	chr10	10	+	1	35426709	35501886	35426763	35500326	6	"35426709,35437295,35467816,35468061,35495822,35500181,"	"35426807,35437419,35467914,35468204,35495979,35501886,"	A8MPQ2	uc001iye.3
CREM	chr10	10	+	1	35415768	35501886	35426763	35500326	8	"35415768,35426709,35437295,35467816,35468061,35490378,35495822,35500181,"	"35416121,35426807,35437419,35467914,35468204,35490414,35495979,35501886,"	Q5W1B0	uc001iya.3
CREM	chr10	10	+	1	35416384	35501886	35437299	35500731	6	"35416384,35437295,35467816,35468061,35495822,35500583,"	"35416495,35437419,35467914,35468204,35495979,35501886,"	Q5W1A7	uc001iyc.3
CREM	chr10	10	+	1	35484829	35501886	35495836	35500326	3	"35484829,35495822,35500181,"	"35485070,35495979,35501886,"	E9PAR2	uc001iyt.3
CREM	chr10	10	+	1	35484829	35501886	35495836	35500731	3	"35484829,35495822,35500583,"	"35485070,35495979,35501886,"	E9PB41	uc001iys.3
CREM	chr10	10	+	1	35415768	35501886	35495836	35500731	3	"35415768,35495822,35500583,"	"35416121,35495979,35501886,"	E9PB41	uc001ixy.3
CREM	chr10	10	+	1	35415768	35501886	35495836	35500326	3	"35415768,35495822,35500181,"	"35416121,35495979,35501886,"	E9PAR2	uc001ixz.3
CREM	chr10	10	+	1	35415768	35501886	35495836	35500326	4	"35415768,35437295,35495822,35500181,"	"35416121,35437419,35495979,35501886,"	E9PAR2	uc031ptv.1
CREM	chr10	10	+	1	35464789	35501886	35468158	35500731	6	"35464789,35467816,35468061,35477127,35495822,35500583,"	"35464927,35467914,35468204,35477316,35495979,35501886,"	Q03060-7	uc001iyj.3
CREM	chr10	10	+	1	35464789	35501886	35468158	35500326	6	"35464789,35467816,35468061,35477127,35495822,35500181,"	"35464927,35467914,35468204,35477316,35495979,35501886,"	E9PHM1	uc001iyk.3
CTCF	chr16	16	+	1	67662272	67673071	67662287	67671775	4	"67662272,67663300,67670592,67671596,"	"67662455,67663436,67670754,67673071,"	B5MC38	uc002etm.1
CTCF	chr16	16	+	1	67596309	67673088	67650679	67671775	10	"67596309,67605050,67650647,67654599,67655344,67660457,67662272,67663300,67670592,67671590,"	"67596627,67605167,67650781,67654720,67655494,67660618,67662455,67663436,67670754,67673088,"	NP_001177951	uc010cek.3
CTCF	chr16	16	+	1	67596309	67673088	67644735	67671775	12	"67596309,67605050,67644726,67645853,67650647,67654599,67655344,67660457,67662272,67663300,67670592,67671590,"	"67596627,67605167,67645516,67646024,67650781,67654720,67655494,67660618,67662455,67663436,67670754,67673088,"	P49711	uc002etl.3
CTCFL	chr20	20	-	0	56072223	56100708	56073605	56099261	11	"56072223,56078491,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56098718,56100083,"	"56073757,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56099272,56100708,"	Q8NI51	uc010gjb.2
CTCFL	chr20	20	-	0	56089647	56099923	56090668	56099261	5	"56089647,56093813,56094262,56098123,56098718,"	"56090890,56093947,56094433,56098334,56099923,"	A6XGM6	uc021wfe.1
CTCFL	chr20	20	-	0	56089647	56100183	56090668	56094383	4	"56089647,56093813,56094262,56100083,"	"56090890,56093947,56094433,56100183,"	A6XGN5	uc021wfg.1
CTCFL	chr20	20	-	0	56089647	56100183	56089647	56089647	5	"56089647,56090520,56093813,56094262,56100083,"	"56089797,56090890,56093947,56094433,56100183,"		uc021wff.1
CTCFL	chr20	20	-	0	56063878	56083760	56063878	56063878	4	"56063878,56073609,56078491,56083661,"	"56064269,56073757,56078657,56083760,"		uc010giu.3
CTCFL	chr20	20	-	0	56063878	56083760	56063878	56063878	3	"56063878,56078491,56083661,"	"56064269,56078657,56083760,"		uc010giv.3
CTCFL	chr20	20	-	0	56072223	56100708	56073605	56099261	11	"56072223,56078491,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56098718,56100529,"	"56073757,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56099272,56100708,"	Q8NI51	uc010gjc.1
CTCFL	chr20	20	-	0	56072223	56099923	56073605	56099261	10	"56072223,56078491,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56098718,"	"56073757,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56099923,"	Q8NI51	uc010gix.1
CTCFL	chr20	20	-	0	56072223	56100708	56073605	56099261	11	"56072223,56078491,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56098718,56100529,"	"56073754,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56099272,56100708,"	NP_001255971	uc031ruh.1
CTCFL	chr20	20	-	0	56071020	56100183	56071305	56099261	12	"56071020,56073609,56078491,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56098718,56100083,"	"56071420,56073757,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56099272,56100183,"	A6XGL8	uc010giw.1
CTCFL	chr20	20	-	0	56074609	56099923	56075308	56099261	10	"56074609,56078491,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56098718,"	"56075466,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56099923,"	A6XGM2	uc010gje.3
CTCFL	chr20	20	-	0	56081797	56100708	56082638	56099261	10	"56081797,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56098718,56100529,"	"56082848,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56099272,56100708,"	NP_001255974	uc010gjj.2
CTCFL	chr20	20	-	0	56072223	56100708	56073605	56099261	10	"56072223,56078491,56083661,56087647,56090769,56093813,56094262,56098123,56098718,56100083,"	"56073757,56078657,56083844,56087808,56090890,56093947,56094433,56098334,56099272,56100708,"	E7EUE3	uc010gja.2
CTCFL	chr20	20	-	0	56081797	56100708	56082851	56099261	10	"56081797,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56098718,56100529,"	"56082899,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56099272,56100708,"	A6XGN0	uc031ruj.1
CTCFL	chr20	20	-	0	56081797	56099923	56082638	56099261	6	"56081797,56083661,56093813,56094262,56098123,56098718,"	"56082848,56083844,56093947,56094433,56098334,56099923,"	A6XGM8	uc010gjh.2
CTCFL	chr20	20	-	0	56074609	56100183	56075308	56098262	10	"56074609,56078491,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56100083,"	"56075466,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56100183,"	A6XGN2	uc010gjf.3
CTCFL	chr20	20	-	0	56081797	56100183	56082638	56098262	9	"56081797,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56100083,"	"56082848,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56100183,"	A6XGN3	uc010gji.2
CTCFL	chr20	20	-	0	56093554	56100708	56093657	56099261	5	"56093554,56094262,56098123,56098718,56100529,"	"56093947,56094433,56098334,56099272,56100708,"	NP_001255980	uc010gjl.2
CTCFL	chr20	20	-	0	56093554	56099923	56093657	56099261	4	"56093554,56094262,56098123,56098718,"	"56093947,56094433,56098334,56099923,"	NP_001255981	uc010gjk.2
CTCFL	chr20	20	-	0	56074609	56100183	56075308	56094401	9	"56074609,56078491,56083661,56087647,56089647,56090769,56093813,56094262,56100083,"	"56075466,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56100183,"	A6XGN1	uc010gjg.4
CTCFL	chr20	20	-	0	56081797	56100183	56082920	56094401	8	"56081797,56083661,56087647,56089647,56090769,56093813,56094262,56100083,"	"56082932,56083844,56087808,56089797,56090890,56093947,56094433,56100183,"	A6XGN4	uc031rui.1
CTCFL	chr20	20	-	0	56072223	56100708	56073605	56099261	12	"56072223,56078491,56083661,56087647,56089647,56090769,56093813,56094262,56098123,56098718,56100083,56100529,"	"56073757,56078657,56083844,56087808,56089797,56090890,56093947,56094433,56098334,56099272,56100183,56100708,"	Q8NI51	uc010gjd.1
CUX1	chr7	7	+	1	101459183	101901513	101459310	101892322	24	"101459183,101559394,101671377,101713618,101740643,101747615,101754977,101758486,101801839,101813725,101821748,101833092,101837121,101838786,101839913,101842081,101843350,101844639,101847670,101848393,101870646,101877331,101882599,101891691,"	"101459373,101559505,101671425,101713697,101740781,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101840585,101842147,101843452,101845484,101847836,101848450,101870949,101877520,101882864,101901513,"	P39880-3	uc003uys.4
CUX1	chr7	7	+	1	101459183	101927250	101459310	101926382	22	"101459183,101559394,101713618,101740643,101747615,101754977,101758486,101801839,101813725,101821748,101833092,101837121,101838786,101916636,101917514,101918517,101921219,101923328,101924095,101925131,101926003,101926312,"	"101459373,101559505,101713697,101740781,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101916764,101917581,101918630,101921336,101923412,101924152,101925212,101926068,101927250,"	G3V1Z6	uc003uyv.3
CUX1	chr7	7	+	1	101459183	101927250	101459310	101926382	22	"101459183,101559394,101671377,101713618,101747615,101754977,101758486,101801839,101813725,101821748,101833092,101837121,101838786,101916636,101917514,101918517,101921219,101923328,101924095,101925131,101926003,101926312,"	"101459373,101559505,101671425,101713697,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101916764,101917581,101918630,101921336,101923412,101924152,101925212,101926068,101927250,"	J3KQV9	uc003uyw.3
CUX1	chr7	7	+	1	101459183	101927250	101459310	101926382	22	"101459183,101671377,101713618,101740643,101747615,101754977,101758486,101801839,101813725,101821754,101833092,101837121,101838786,101916636,101917514,101918517,101921219,101923328,101924095,101925131,101926003,101926312,"	"101459373,101671425,101713697,101740781,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101916764,101917581,101918630,101921336,101923412,101924152,101925212,101926068,101927250,"	J3KPQ6	uc011kkn.2
CUX1	chr7	7	+	1	101459183	101927250	101459310	101926382	23	"101459183,101559394,101671377,101713618,101740643,101747615,101754977,101758486,101801839,101813725,101821748,101833092,101837121,101838786,101916636,101917514,101918517,101921219,101923328,101924095,101925131,101926003,101926312,"	"101459373,101559505,101671425,101713697,101740781,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101916764,101917581,101918630,101921336,101923412,101924152,101925212,101926068,101927250,"	Q13948	uc003uyt.3
CUX1	chr7	7	+	1	101459183	101927250	101459310	101926382	23	"101459183,101559394,101671377,101713618,101740643,101747615,101754977,101758486,101801839,101813725,101821754,101833092,101837121,101838786,101916636,101917514,101918517,101921219,101923328,101924095,101925131,101926003,101926312,"	"101459373,101559505,101671425,101713697,101740781,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101916764,101917581,101918630,101921336,101923412,101924152,101925212,101926068,101927250,"	Q13948-2	uc003uyu.3
CUX1	chr7	7	+	1	101460881	101901513	101460919	101892322	24	"101460881,101559394,101671377,101713618,101740643,101747615,101754977,101758486,101801839,101813725,101821748,101833092,101837121,101838786,101839913,101842081,101843350,101844639,101847670,101848393,101870646,101877331,101882599,101891691,"	"101460949,101559505,101671425,101713697,101740781,101747739,101755054,101758553,101801888,101813830,101821937,101833151,101837170,101838883,101840585,101842147,101843452,101845484,101847836,101848450,101870949,101877520,101882864,101901513,"	P39880	uc003uyx.4
CUX2	chr12	12	+	1	111537320	111733213	111537400	111733212	8	"111537320,111537733,111652003,111655693,111701564,111729221,111731249,111733136,"	"111537440,111537921,111652114,111655741,111701643,111729356,111731373,111733213,"	F5GWR6	uc001tsb.2
CUX2	chr12	12	+	1	111471827	111788358	111471981	111786129	22	"111471827,111652003,111655693,111701564,111729221,111731249,111733136,111734276,111736344,111742013,111744724,111745002,111746088,111746230,111747844,111749903,111757815,111760224,111772244,111776089,111779583,111785327,"	"111472044,111652114,111655741,111701643,111729356,111731373,111733213,111734343,111736393,111742118,111744916,111745061,111746137,111746330,111748486,111750005,111758579,111760384,111772514,111776278,111779857,111788358,"	O14529	uc001tsa.2
DBP	chr19	19	-	0	49133949	49140639	49138669	49140251	2	"49133949,49140112,"	"49139247,49140639,"	Q59HF2	uc002pjy.2
DBP	chr19	19	-	0	49136342	49140639	49136673	49140251	3	"49136342,49138836,49140112,"	"49136912,49139247,49140639,"	Q10586	uc010elz.1
DBP	chr19	19	-	0	49133816	49140639	49134093	49140251	4	"49133816,49136700,49138836,49140112,"	"49134309,49136912,49139247,49140639,"	Q10586	uc002pjx.4
DLX5	chr7	7	-	0	96651234	96654143	96651460	96653935	2	"96651234,96653580,"	"96651681,96654143,"	B7Z4P3	uc011kim.1
DLX5	chr7	7	-	0	96649701	96654143	96650047	96653935	3	"96649701,96651496,96653580,"	"96650377,96651681,96654143,"	P56178	uc003uon.3
DLX6	chr7	7	+	1	96635289	96640352	96635289	96639359	3	"96635289,96636949,96639107,"	"96635725,96637143,96640352,"	J3KR92	uc022ahu.1
DMRT3	chr9	9	+	1	976967	991732	977001	991005	2	"976967,990040,"	"977455,991732,"	Q9NQL9	uc003zgw.2
DMRTA2	chr1	1	-	0	50883222	50887304	50884336	50887208	2	"50883222,50886649,"	"50885406,50887304,"	Q96SC8	uc010ona.2
DMRTA2	chr1	1	-	0	50883222	50889119	50884336	50887208	3	"50883222,50886649,50888787,"	"50885406,50887216,50889119,"	Q96SC8	uc010onb.2
